iteration,resnorm
1175,7.25772678e-03
1176,7.25674716e-03
1177,7.25396829e-03
1178,7.25390127e-03
1179,7.25231719e-03
1180,7.24578133e-03
1181,7.23259735e-03
1182,7.20727083e-03
1183,7.16636337e-03
1184,7.11844162e-03
1185,7.04507321e-03
1186,7.00202816e-03
1187,6.98047623e-03
1188,6.97621194e-03
1189,6.97558992e-03
1190,6.97091670e-03
1191,6.94237933e-03
1192,6.83741401e-03
1193,6.69466265e-03
1194,6.57286695e-03
1195,6.50459017e-03
1196,6.48597252e-03
1197,6.48205710e-03
1198,6.48028927e-03
1199,6.47776585e-03
1200,6.45466019e-03
1201,6.39241106e-03
1202,6.29932477e-03
1203,6.23233490e-03
1204,6.19575304e-03
1205,6.17198056e-03
1206,6.16298167e-03
1207,6.16264184e-03
1208,6.16153564e-03
1209,6.15277541e-03
1210,6.14645702e-03
1211,6.14050589e-03
1212,6.13733023e-03
1213,6.13287263e-03
1214,6.13128515e-03
1215,6.13002227e-03
1216,6.12557147e-03
1217,6.11468124e-03
1218,6.08789817e-03
1219,6.06546351e-03
1220,6.02966112e-03
1221,6.00777817e-03
1222,6.00276374e-03
1223,6.00230319e-03
1224,5.99867645e-03
1225,5.98087388e-03
1226,5.92532031e-03
1227,5.82711820e-03
1228,5.72319136e-03
1229,5.64360024e-03
1230,5.61457741e-03
1231,5.60677250e-03
1232,5.60662806e-03
1233,5.60342383e-03
1234,5.59023329e-03
1235,5.54359670e-03
1236,5.42071248e-03
1237,5.27881483e-03
1238,5.21919694e-03
1239,5.20904377e-03
1240,5.20437174e-03
1241,5.20280070e-03
1242,5.20013466e-03
1243,5.18084196e-03
1244,5.13912734e-03
